English Word,IPA Pronunciation,German Translation,Gender,Word Type,Domains,Examples,Synonyms
B-girl,bˈiː ɡˈɜːl,"Animierdame , Animiermädchen",feminine,,"dated, Am.",1,"bar hostess, nightclub hostess, bar girl"
clip joint,klˈɪp dʒˈɔɪnt,"Animierlokal , Animierkneipe",feminine,,pej.,0,hostess bar
commend itself,themselves to sb.,"bei jdm. Anklang/Zustimmung/Zuspruch/Beifall finden, jdn. ansprechen, jdm. zusagen",,verb,formal,0,
plaint,plˈeɪnt,Anklage,feminine,,"Br., jur.",0,indictment
impeachment,ɪmpˈiːtʃmənt,Anklage,feminine,,"jur., Am.",0,
impeachment,ɪmpˈiːtʃmənt,Anklage wegen Staatsgefährdung,,,"Br., hist., jur.",0,
complaint,kəmplˈeɪnt,Anklageschrift,feminine,,"jur., Am.",0,"true bill, charge, bill of indictment"
true bill,tɹˈuː bˈɪl,Anklageschrift,feminine,,"jur., Am.",0,"complaint, charge, bill of indictment"
docking manoeuvre,dˈɒkɪŋ mənˈuːvə,"Ankopplungsmanöver , Andockmanöver",neuter,,"Br., aviat.",0,docking maneuver
docking maneuver,dˈɒkɪŋ mənˈuːvə,"Ankopplungsmanöver , Andockmanöver",neuter,,"aviat., Am.",0,docking manoeuvre
jigger,dʒˈɪɡə,"Ankopplungsspule , Kopplungsspule , Koppelspule",feminine,,"coll., electr.",0,coupling coil
assets authorization,ˈasɛts ˌɔːθəɹaɪzˈeɪʃən,Anlagenberechtigung,feminine,,"fin., eAm.",0,authorisation
authorisation,ˌɔːθəɹaɪzˈeɪʃən,Anlagenberechtigung,feminine,,"Br., fin.",0,assets authorization
money-market deposit account,mˈʌni mˈɑːkɪt dɪpˈɒzɪt ɐkˈaʊnt,Anlagekonto mit eingeschränkter Zahlungsverkehrsmöglichkeit,,,Am.,0,
mechanical contractor for HVAC and plumbing services,mɪkˈanɪkəl kəntɹˈaktə fɔːɹ ˈeɪtʃvˈak and plˈʌmɪŋ sˈɜːvɪsɪz,"Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik, SHK-Anlagenmechaniker",,,Am.,0,"contractor / technician for heating, ventilation, air conditioning and plumbing services"
component,kəmpˈəʊnənt,Anlagenteil,neuter,,"mach., plant",0,
assets management,ˈasɛts mˈanɪdʒmənt,"Anlageverwaltung , Anlagenverwaltung , Anlagenmanagement , Anlagenwertführung , Effektenverwaltung , Vermögensverwaltung , Verwaltung von Vermögenswerten",feminine,,"fin., rare",0,"investment management, trust management, asset management"
tempering temperature,tˈɛmpəɹɪŋ tˈɛmpɹɪtʃə,Anlasstemperatur,feminine,,"Br., techn.",0,annealing temperature
annealing temperature,ɐnˈiːlɪŋ tˈɛmpɹɪtʃə,Anlasstemperatur,feminine,,"techn., Am.",0,tempering temperature
axial buffer disc,ˈaksɪəl bˈʌfə dˈɪsk,Anlaufplatte,feminine,,"Br., techn.",1,axial buffer disk
axial buffer disk,ˈaksɪəl bˈʌfə dˈɪsk,Anlaufplatte,feminine,,"techn., Am.",1,axial buffer disc
stop disc,stˈɒp dˈɪsk,Anlaufscheibe,feminine,,Br.,0,"stop disk, thrust washer"
stop disk,stˈɒp dˈɪsk,Anlaufscheibe,feminine,,Am.,0,"stop disc, thrust washer"
property bond,pɹˈɒpəti bˈɒnd,"Immobilienanleihe , Immobilienobligation , Immobilienschuldverschreibung",feminine,,"Br., real",0,
DM-nominated bearer treasury note,dˌiːˈɛm nˈɒmɪnˌeɪtɪd bˈeəɹə tɹˈɛʒəɹi nˈəʊt,"Kassenobligation , Kassaobligation     , Kassenschein , Kassaschein",masculine,,"Schw., Ös., Am.",0,"medium-term fixed-rate note, cash bond"
borrowing,bˈɒɹəʊɪŋ,Anleihe,feminine,,"art, artistic, künstlerische",1,
neighbouring State,nˈeɪbəɹɪŋ stˈeɪt,"Anliegerstaat , Anrainerstaat",masculine,,"Br., geogr., Ös.",0,"neighboring country, neighbouring country, neighboring State"
neighboring State,nˈeɪbəɹɪŋ stˈeɪt,"Anliegerstaat , Anrainerstaat",masculine,,"geogr., Ös., Am.",0,"neighbouring State, neighbouring country, neighboring country"
come-on,kˈʌm ˈɒn,Anmache,feminine,,"coll., ugs.",1,
enrolment,ɛnɹˈəʊlmənt,"Anmeldung , Einschreibung",feminine,,"adm., Br., school",1,enrollment
enrollment,ɛnɹˈəʊlmənt,"Anmeldung , Einschreibung",feminine,,"adm., school, Am.",0,enrolment
nota bene,nˈəʊtə bˈɛnɪ,"Anmerkung Anm.,  /ˈanəm/ , Notiz , Vermerk",masculine,,archaic,0,note
hirer,hˈaɪəɹə,"Anmieter , Mieter",masculine,,Br.,1,renter
renter,ɹˈɛntə,"Anmieter , Mieter",masculine,,Am.,0,hirer
on acceptance,ˌɒn ɐksˈɛptəns,bei Annahme,,,up,0,
domestic acceptance,dəmˈɛstɪk ɐksˈɛptəns,Inlandsakzept,neuter,,Am.,0,
cancelation,kˌansɪlˈeɪʃən,"Annullierung , Annullation , Aufhebung",feminine,,Am.,0,cancellation
anonymisation,ɐnˌɒnəmaɪzˈeɪʃən,Anonymisierung,feminine,,"adm., Br.",0,anonymization
spatial disposition,spˈeɪʃəl dˌɪspəzˈɪʃən,"räumliche Anordnung , Anordnung , Aufstellung",feminine,,formal,0,"disposition, spatial arrangement, arrangement"
disposition,dˌɪspəzˈɪʃən,"räumliche Anordnung , Anordnung , Aufstellung",feminine,,formal,2,"spatial arrangement, spatial disposition, arrangement"
community order,kəmjˈuːnɪti ˈɔːdə,Anordnung gemeinnütziger Arbeit,,,"Br., jur.",0,community service order
fiat,fˈiːət,"Anordnung , Befehl , Ordonnanz",masculine,,"obs., formal",0,"ordinance, precept"
hustler,hˈʌslə,"Anpacker , Wühler , Macher , Kämpfernatur",masculine,,Am.,0,go-getter
socialisation,sˌəʊʃəlaɪzˈeɪʃən,"soziale Anpassung , Sozialisierung , Sozialisation",feminine,,"Br., soc.",0,"social adaptation, socialization, social adjustment"
customizing,kˈʌstəmˌaɪzɪŋ,Anpassung,feminine,,eAm.,0,"customisation, customization, customising"
customising,kˈʌstəmˌaɪzɪŋ,Anpassung,feminine,,Br.,0,"customizing, customization, customisation"
adaptive behaviour,ɐdˈaptɪv bɪhˈeɪvjə,Anpassungsverhalten,neuter,,Br.,0,adaptive behavior
adaptive behavior,ɐdˈaptɪv bɪhˈeɪvjə,Anpassungsverhalten,neuter,,Am.,0,adaptive behaviour
bawling-out,bˈɔːlɪŋ ˈaʊt,"Anpfiff , Anranzer , Zusammenschiss",masculine,,"coll., Schw., ugs.",0,
rocket,ɹˈɒkɪt,"Anpfiff   , Anschiss",masculine,,"vulg., Br., ugs.",1,rap
rap,ɹˈap,"Anpfiff   , Anschiss",masculine,,"coll., ugs., vulg.",0,rocket
molestation,məlɪstˈeɪʃən,"Anpöbeln , Pöbelei",feminine,,"dated, soc.",0,
practicum credit,pɹˈaktɪkəm kɹˈɛdɪt,Anrechnung als Praktikum,,,Am.,0,
letter salutation,lˈɛtə sˌaluːtˈeɪʃən,Briefanrede,feminine,,"persönliche, personal",0,
shill,ʃˈɪl,"Anreißer , Scheininteressent , Scheinkunde",masculine,,Am.,0,
standfirst,stˈandfɜːst,"Anreißer , Anriss , Anrisstext , Anrissbild",masculine,,Br.,0,teaser
buffet,bˈʌfɪt,"Anrichteschrank , Anrichte , Büfett , Buffet     , Kredenz",masculine,,"Schw., veraltend, Ös.",0,"credenza, sideboard cupboard, sideboard"
gaminess,ɡˈeɪminəs,"Anrüchigkeit , zweifelhafte Natur",feminine,,Am.,0,
concourse,kˈɒŋkɔːs,"Ansammlung , Auflauf",masculine,,"formal, soc.",1,
colour,kˈʌlə,"Anschein , Anstrich",masculine,,Br.,3,color
color,kˈʌlə,"Anschein , Anstrich",masculine,,Am.,1,colour
face value,fˈeɪs vˈaljuː,"der erste Anschein, der äußere Anschein",,,fig.,8,
noticeboard,nˈəʊtɪsbˌɔːd,"Anschlagbrett , schwarzes Brett",neuter,,Br.,1,"notice board, bulletin board"
female,fˈiːmeɪl,"Anschlussbuchse , Steckerbuchse , Buchse , Buchsenstecker , Steckerhülse , Weibchen   , Weiberl",masculine,,"Ös., Bayr., electr.",0,"plug socket, jack, receptacle connector"
aftermarket,ˈaftəmˌɑːkɪt,Anschlussmarkt,masculine,,"econ., Am.",0,
terminal busses,tˈɜːmɪnəl bˈʌsɪz,"Anschlussschienen , Anschlußschienen",,plural,Am.,0,terminal buses
continuity clerk,kɒntɪnjˈuːɪti klˈɑːk,"Anschlussüberwachung , Continuity",feminine,,"dated, Am.",0,"script girl, script supervisor, script reader"
script reader,skɹˈɪpt ɹˈiːdə,"Anschlussüberwachung , Continuity",feminine,,"dated, Am.",0,"continuity clerk, script girl, script supervisor"
script girl,skɹˈɪpt ɡˈɜːl,"Anschlussüberwachung , Continuity",feminine,,"dated, Am.",0,"continuity clerk, script supervisor, script reader"
mould gating,mˈəʊld ɡˈeɪtɪŋ,"Anschnitttechnik , Steigertechnik",feminine,,"Br., techn.",0,"mold gating, gating"
mold gating,mˈəʊld ɡˈeɪtɪŋ,"Anschnitttechnik , Steigertechnik",feminine,,"techn., Am.",0,"mould gating, gating"
intumescence,ɪntjuːmˈɛsəns,"Anschwellen , Schwellung , Tumeszenz , Turgeszenz",feminine,,"med., rare",0,"turgescence, turgidity, tumentia"
intumescentia,ɪntjˌuːmɪsˈɛnʃə,"Anschwellen , Schwellung , Tumeszenz , Turgeszenz",feminine,,"med., rare",0,"turgescence, turgidity, tumentia"
kudos,kjˈuːdəʊz,"öffentliches Ansehen , Berühmtheit , Prestige , Ehre",feminine,,"used without article, Br.",3,
payroll saving,pˈeɪɹəʊl sˈeɪvɪŋ,Ansparen durch freiwilligen Lohnabzug,,,"fin., Am.",0,
goad,ɡˈəʊd,Ansporn,masculine,,fig.,0,
contagion,kəntˈeɪdʒən,Ansteckung,feminine,,"übtr., fig.",0,
elevation,ˌɛlɪvˈeɪʃən,"Ansteigen , Anstieg ()",masculine,,"med., formal, phys.",1,"increase, rise"
upgrade,ˈʌpɡɹeɪd,"Ansteigen , Steigung , ansteigender Verlauf",masculine,,"geogr., constr., Am.",1,incline
employ,ɛmplˈɔɪ,"Anstellung , Einstellung , Beschäftigung , Arbeitsverhältnis , Beschäftigungsverhältnis , Dienstverhältnis",feminine,,"adm., archaic",8,employment
the Employment Act 1980,ðɪ ɛmplˈɔɪmənt ˈakt nˈaɪntiːnhˈʌndɹɪdən ˈeɪti,das Arbeitsgesetz von 1980,,,Br.,0,
Employment Appeal Tribunal,ɛmplˈɔɪmənt ɐpˈiːl tɹaɪbjˈuːnəl,Rechtsmittelinstanz in arbeitsrechtlichen Angelegenheiten,,,Br.,0,
angle of incidence,ˈaŋɡəl ɒv ˈɪnsɪdəns,Anstellwinkel,masculine,,"Br., aviat.",0,angle of attack
jolt sb.,sth. into sth.,"jdm./etw. den Anstoß zu etw. geben, jdn. schlagartig/abrupt in etw. befördern",,,"übtr., fig.",0,
centre spot,sˈɛntə spˈɒt,Anstoßpunkt,masculine,,"Br., sport",0,"center spot, kick-off spot"
center spot,sˈɛntə spˈɒt,Anstoßpunkt,masculine,,"sport, Am.",0,"centre spot, kick-off spot"
strain,stɹˈeɪn,Anstrengung,feminine,,fig.,7,
buffeting,bˈʌfɪtɪŋ,"Ansturm , Druck",masculine,,fig.,0,
stakeholder economy,stˈeɪkhəʊldəɹ ɪkˈɒnəmi,Wirtschaftssystem mit breiter Bürgerbeteiligung,,,"Br., pol.",0,
antenna,antˈɛnə,Antenne,feminine,,"Am., telco., techn.",11,aerial
aerial,ˈeəɹɪəl,Antenne,feminine,,"Br., telco.",1,antenna
dipole aerial,dˈaɪpəʊl ˈeəɹɪəl,Wurfantenne,feminine,,Br.,0,dipole antenna
aerial range,ˈeəɹɪəl ɹˈeɪndʒ,Antennenreichweite,feminine,,Br.,0,antenna range
anthocyans,ˈanθəsɪənz,"Anthozyane , Anthocyane , Anthocyanine",,plural,"biochem., selten, rare",0,anthocyanins
teetotaller,tˈiːtəʊtˌɔːlə,"Antialkoholiker , Abstinenzler",masculine,,"Br., ugs.",0,teetotaler
teetotaler,tˈiːtəʊtˌeɪlə,"Antialkoholiker , Abstinenzler",masculine,,"ugs., Am.",0,teetotaller
antisomatogen,ˌantɪsˈɒmɐtədʒən,"Antikörperbildner , Antigen , Antisomatogen",masculine,,"med., former name, frühere Bezeichnung",0,antigen
antibody titre,ˈantɪbˌɒdi tˈɪtə,"Antikörpergehalt , Schutzkörpergehalt , Antikörpertiter",masculine,,"med., Br.",0,"antibody titer, immune body titer, immune body titre"
antibody titer,ˈantɪbˌɒdi tˈaɪtə,"Antikörpergehalt , Schutzkörpergehalt , Antikörpertiter",masculine,,"med., Am.",0,"immune body titer, antibody titre, immune body titre"
immune body titre,ɪmjˈuːn bˈɒdi tˈɪtə,"Antikörpergehalt , Schutzkörpergehalt , Antikörpertiter",masculine,,"med., Br.",0,"antibody titer, immune body titer, antibody titre"
immune body titer,ɪmjˈuːn bˈɒdi tˈaɪtə,"Antikörpergehalt , Schutzkörpergehalt , Antikörpertiter",masculine,,"med., Am.",0,"antibody titer, antibody titre, immune body titre"
serologic survey,sˌɛɹəlˈɒdʒɪk sˈɜːveɪ,"Antikörperkataster , serologische Übersicht",masculine,,"med., large-scale",0,serosurvey
second-hand bookshop,sˈɛkənd hˈand bˈʊkʃɒp,"Antiquariat , Buchhandlung für antiquarische Bücher",neuter,,Br.,1,second-hand bookstore
second-hand bookstore,sˈɛkənd hˈand bˈʊkstɔː,"Antiquariat , Buchhandlung für antiquarische Bücher",neuter,,Am.,1,second-hand bookshop
antiquarian bookseller's shop,ˌantɪkwˈeəɹiən bˈʊksɛləɹ ˈɛs ʃˈɒp,spezialisiertes bibliophiles Antiquariat,neuter,,Br.,0,"antiquarian bookshop, antiquarian bookstore"
antiquarian bookshop,ˌantɪkwˈeəɹiən bˈʊkʃɒp,spezialisiertes bibliophiles Antiquariat,neuter,,Br.,0,"antiquarian bookseller's shop, antiquarian bookstore"
antiquarian bookstore,ˌantɪkwˈeəɹiən bˈʊkstɔː,spezialisiertes bibliophiles Antiquariat,neuter,,Am.,0,"antiquarian bookseller's shop, antiquarian bookshop"
antique,antˈiːk,nach Antiquitäten stöbern/suchen,,,Am.,0,
go antiquing,ɡˌəʊ antˈiːkɪŋ,auf Antiquitätensuche gehen,,,Am.,0,
antiques store,antˈiːks stˈɔː,"Antiquitätengeschäft , Antiquitätenhandlung , Antiquitätenladen",masculine,,Am.,0,antique store
anti-racism,ˈanti ɹˈeɪsɪzəm,Antirassismus,masculine,,Br.,0,antiracism
antiracism,ˌantɪɹˈeɪsɪzəm,Antirassismus,masculine,,Am.,0,anti-racism
motion to reconsider,mˈəʊʃən tə ɹˌiːkənsˈɪdə,Antrag auf erneute Beratung,,,"pol., Am.",0,
motion of no case to answer,mˈəʊʃən ɒv nˈəʊ kˈeɪs tʊ ˈansə,Antrag auf Freispruch ohne Anklageerwiderung,,,"Br., jur.",0,no case motion
plea in bar,plˈiː ɪn bˈɑː,Antrag auf Sachabweisung,,,"jur., Am.",0,plea to dismiss the action/suit on the merits
demurrer,dɪmˈɜːɹə,Antrag auf Verfahrenseinstellung aus rechtlichen Gründen,,,"obs., jur.",4,
demur,dɪmˈɜː,"einen Antrag auf Verfahrenseinstellung einbringen, die Verfahrenseinstellung beantragen",,,obs.,2,
non-movant,nˈɒn mˈuːvənt,Antragsgegner,masculine,,"jur., Am.",1,non-moving party
chow call,tʃˈaʊ kˈɔːl,Antreten einer Einheit zum Essensempfang,,,"coll., mil., Am.",0,
energize,ˈɛnədʒˌaɪz,"etw. Antrieb geben, unter Strom setzen",,,"eAm., electr.",0,energise sth.
drive wheel tire,dɹˈaɪv wˈiːl tˈaɪə,Antriebsreifen,masculine,,"auto, Am.",1,drive wheel tyre
answer,ˈansə,"Antwort   , Rückmeldung , Rückäußerung",feminine,,"geh., schriftliche, written",1,reply
answer,ˈansə,Antwort,feminine,,"übtr., fig.",4,
partnership of attorneys,pˈɑːtnəʃˌɪp ɒv ɐtˈɜːniz,"Anwaltsgemeinschaft , Sozietät von Rechtsanwälten, Sozietät , Gemeinschaftskanzlei",feminine,,"jur., Am.",0,partnership of lawyers
chamber,tʃˈeɪmbə,"Anwaltskanzlei , Rechtsanwaltskanzlei , Kanzlei , Rechtsanwaltsbüro , Anwaltsfirma",feminine,,"Br., jur.",0,"lawyer's office, law office, law firm"
law firm,lˈɔː fˈɜːm,"Anwaltskanzlei , Rechtsanwaltskanzlei , Kanzlei , Rechtsanwaltsbüro , Anwaltsfirma",feminine,,"jur., Am.",0,"lawyer's office, chamber, law office"
chambers,tʃˈeɪmbəz,Gemeinschaftskanzlei,,,"Br., jur.",0,
homeroom,hˈəʊmɹuːm,Anwesenheitskontrolle und administrative Angelegenheiten,,,"school, Am.",0,"planning period, registration, advisory"
face time,fˈeɪs tˈaɪm,"Anwesenheitszeit , Präsenzzeit , Zeit der Medienpräsenz",feminine,,"coll., soc., Am.",0,
abutting resident,ɐbˈʌtɪŋ ɹˈɛzɪdənt,"Anwohner     , Anlieger   , Anrainer   , Anstösser   , Anwänder",masculine,,"Ös., adm., Am.",0,"adjoining resident, abutter, neighbo(u)ring resident"
abutter,ɐbˈʌtə,"Anwohner     , Anlieger   , Anrainer   , Anstösser   , Anwänder",masculine,,"Ös., adm., Am.",0,"adjoining resident, abutting resident, neighbo(u)ring resident"
Access only!,ˈaksɛs ˈəʊnli,"Anlieger/Anwohner frei!, Ausgenommen Anrainer!  , Anwohner gestattet!",,,"Br., Ös., Schw.",0,Residents only!
resident parking decal,ɹˈɛzɪdənt pˈɑːkɪŋ dɪkˈal,"Anwohner-Parkausweis , Anwohnerplakette , Anrainerpickerl",masculine,,"Ös., Am.",1,resident parking permit/pass/sticker
ad,ˈad,"Anzeige , Annonce , Inserat",feminine,,coll.,3,"advert, advertisement"
advert,ˈadvɜːt,"Anzeige , Annonce , Inserat",feminine,,"coll., Br.",2,"ad, advertisement"
wanted ad,wˈɒntɪd ˈad,"Suchanzeige , Suchannonce",feminine,,Br.,0,want ads
want ads,wˈɒnt ˈadz,"Suchanzeige , Suchannonce",feminine,,Am.,0,wanted ad
display screen,dɪsplˈeɪ skɹˈiːn,"Anzeigefeld , Anzeige , Display",feminine,,"small, comp., electr.",1,display
display,dɪsplˈeɪ,"Anzeigefeld , Anzeige , Display",feminine,,"small, comp., electr.",1,display screen
display screens,dɪsplˈeɪ skɹˈiːnz,"Anzeigefelder , Anzeigen , Displays",,plural,small,0,displays
small ads,smˈɔːl ˈadz,"Kleinanzeigenteil , Kleinanzeigen",masculine,plural,Br.,0,"classified advertisements, classified ads, want ads"
wanted ads,wˈɒntɪd ˈadz,"Kleinanzeigenteil , Kleinanzeigen",masculine,plural,Br.,0,"classified advertisements, classified ads, want ads"
want ads,wˈɒnt ˈadz,"Kleinanzeigenteil , Kleinanzeigen",masculine,plural,Am.,0,"classified advertisements, classified ads, wanted ads"
lubricity,luːbɹˈɪsɪti,Anzüglichkeit,feminine,,fig.,0,
be advancing,biː ɐdvˈansɪŋ,im Anzug sein,,verb,mil.,0,be in the offing
toffie apple,tˈɒfi ˈapəl,glasierter Apfel,,,Br.,0,candy apple
apple fritters,ˈapəl fɹˈɪtəz,"Apfel im Hemd , Apfelräder , Apfelradln",masculine,plural,"cook., Br., Bayr.",0,apple beignets
apple beignets,ˈapəl bˈeɪnɪts,"Apfel im Hemd , Apfelräder , Apfelradln",masculine,plural,"cook., Bayr., Ös.",0,apple fritters
apple pip,ˈapəl pˈɪp,Apfelkern,masculine,,"cook., Br.",1,apple seed
apple seed,ˈapəl sˈiːd,Apfelkern,masculine,,"cook., Am.",1,apple pip
aphaeresis,ɐfeəɹˈiːsɪs,Aphärese,feminine,,"Br., ling.",0,apheresis
Internet chemist,ˈɪntənˌɛt kˈɛmɪst,"Internet-Apotheke , Online-Apotheke",feminine,,"coll., Br.",0,"Internet pharmacy, online pharmacy"
dispensing chemist,dɪspˈɛnsɪŋ kˈɛmɪst,"Apotheker , Apothekerin",masculine,,"Br., pharm.",0,"druggist, apothecary, pharmacist"
druggist,dɹˈʌɡɪst,"Apotheker , Apothekerin",masculine,,"dated, pharm., Am.",0,"apothecary, pharmacist, dispensing chemist"
apothecary,ɐpˈɒθɪkəɹi,"Apotheker , Apothekerin",masculine,,"pharm., hist.",0,"druggist, pharmacist, dispensing chemist"
machinery,məʃˈiːnəɹi,"Apparat , Maschinerie , Räderwerk",masculine,,"übtr., fig.",5,
sb.'s lunchbox,ˌɛsbˈiː ˈɛs lˈʌntʃbɒks,"jds. Apparat , jds. Gemächt",masculine,,"Br., humor.",0,sb.'s package
sb.'s package,ˌɛsbˈiː ˈɛs pˈakɪdʒ,"jds. Apparat , jds. Gemächt",masculine,,"humor., Am.",0,sb.'s lunchbox
appetitive behavior,apˈɛtɪtˌɪv bɪhˈeɪvjə,Appetenzverhalten,neuter,,"biol., psych., Am.",0,appetitive behaviour
chemical colour,kˈɛmɪkəl kˈʌlə,Applikationsfarbe,feminine,,"Br., textil.",0,chemical color
chemical color,kˈɛmɪkəl kˈʌlə,Applikationsfarbe,feminine,,"textil., Am.",0,chemical colour
retrieval,ɹɪtɹˈiːvəl,Apport,masculine,,"hunters' parlance, Jägersprache",0,
Talking of sb.,sth.,"Apropos jd./etw. , Da/Weil wir gerade von jdm./etw. sprechen",,,Br.,0,"Speaking of sb./sth., While we are on the subject of sb./sth."
watercolour,wˈɔːtəkˌʌlə,"Aquarell , Aquarellmalerei , Aquarellzeichnung",feminine,,"art, Br.",0,"watercolour drawing, watercolor drawing, watercolor"
watercolour painting,wˈɔːtəkˌʌlə pˈeɪntɪŋ,"Aquarell , Aquarellmalerei , Aquarellzeichnung",feminine,,"art, Br.",0,"watercolour drawing, watercolor drawing, watercolor"
watercolour drawing,wˈɔːtəkˌʌlə dɹˈɔːɪŋ,"Aquarell , Aquarellmalerei , Aquarellzeichnung",feminine,,"art, Br.",0,"watercolor drawing, watercolor, watercolour"
watercolor,wˈɔːtəkˌʌlə,"Aquarell , Aquarellmalerei , Aquarellzeichnung",feminine,,"art, Am.",0,"watercolour drawing, watercolor drawing, watercolour"
watercolor painting,wˈɔːtəkˌʌlə pˈeɪntɪŋ,"Aquarell , Aquarellmalerei , Aquarellzeichnung",feminine,,"art, Am.",0,"watercolour drawing, watercolor drawing, watercolor"
watercolor drawing,wˈɔːtəkˌʌlə dɹˈɔːɪŋ,"Aquarell , Aquarellmalerei , Aquarellzeichnung",feminine,,"art, Am.",0,"watercolour drawing, watercolor, watercolour"
watercolour technique,wˈɔːtəkˌʌlə tɛknˈiːk,"Aquarelltechnik , Wasserfarbentechnik",feminine,,"art, Br.",0,"watercolor, watercolor technique, watercolour"
watercolour,wˈɔːtəkˌʌlə,"Aquarelltechnik , Wasserfarbentechnik",feminine,,"art, Br.",0,"watercolour technique, watercolor, watercolor technique"
watercolor technique,wˈɔːtəkˌʌlə tɛknˈiːk,"Aquarelltechnik , Wasserfarbentechnik",feminine,,"art, Am.",0,"watercolour technique, watercolor, watercolour"
watercolor,wˈɔːtəkˌʌlə,"Aquarelltechnik , Wasserfarbentechnik",feminine,,"art, Am.",0,"watercolour technique, watercolor technique, watercolour"
watercolour painting,wˈɔːtəkˌʌlə pˈeɪntɪŋ,Aquarellmalerei,feminine,,"art, Br.",0,"watercolor, watercolour, watercolor painting"
watercolour,wˈɔːtəkˌʌlə,Aquarellmalerei,feminine,,"art, Br.",0,"watercolor, watercolour painting, watercolor painting"
watercolor painting,wˈɔːtəkˌʌlə pˈeɪntɪŋ,Aquarellmalerei,feminine,,"art, Am.",0,"watercolor, watercolour painting, watercolour"
watercolor,wˈɔːtəkˌʌlə,Aquarellmalerei,feminine,,"art, Am.",0,"watercolour painting, watercolor painting, watercolour"
watercolour painting,wˈɔːtəkˌʌlə pˈeɪntɪŋ,"Aquarellmalerei , Aquarellzeichnung",feminine,,"art, Br.",0,watercolor painting
watercolor painting,wˈɔːtəkˌʌlə pˈeɪntɪŋ,"Aquarellmalerei , Aquarellzeichnung",feminine,,"art, Am.",0,watercolour painting
watercolour paper,wˈɔːtəkˌʌlə pˈeɪpə,Aquarellpapier,neuter,,Br.,0,watercolor paper
watercolor paper,wˈɔːtəkˌʌlə pˈeɪpə,Aquarellpapier,neuter,,Am.,0,watercolour paper
labour,lˈeɪbə,Arbeit,feminine,,"Br., mühevolle",0,labor
labor,lˈeɪbə,Arbeit,feminine,,"mühevolle, Am.",0,labour
labour,lˈeɪbə,Arbeit,feminine,,"Br., econ.",3,labor
labor,lˈeɪbə,Arbeit,feminine,,"econ., Am.",0,labour
timeserver,tˈaɪmsɜːvə,"jd., der auf Arbeit nur seine Stunden absitzt",,,pej.,0,
working stiffs,wˈɜːkɪŋ stˈɪfs,einfache Arbeiter,,,Am.,0,
labourer,lˈeɪbəɹə,Arbeiter,masculine,,Br.,0,laborer
laborer,lˈeɪbəɹə,Arbeiter,masculine,,Am.,0,labourer
labour leader,lˈeɪbə lˈiːdə,"Arbeiterführer , Arbeiterführerin",masculine,,Br.,0,labor leader
labor leader,lˈeɪbə lˈiːdə,"Arbeiterführer , Arbeiterführerin",masculine,,Am.,0,labour leader
labour,lˈeɪbə,die Arbeitnehmer,,plural,"Br., pol., econ.",1,labor
labor,lˈeɪbə,die Arbeitnehmer,,plural,"econ., pol., Am.",0,labour
labour,lˈeɪbə,die Arbeiterschaft,feminine,,"Br., pol., soc.",1,"workmen, the working class, labor"
labor,lˈeɪbə,die Arbeiterschaft,feminine,,"pol., soc., Am.",1,"workmen, the working class, labour"
upskill workers,ˈʌpskɪl wˈɜːkəz,Arbeitnehmer höher qualifizieren,,,Br.,0,
workers' organization,wˈɜːkəz ˌɔːɡɐnaɪzˈeɪʃən,Arbeitnehmerorganisation,feminine,,eAm.,1,workers' organisation
workers' organisation,wˈɜːkəz ˌɔːɡɐnaɪzˈeɪʃən,Arbeitnehmerorganisation,feminine,,Br.,1,workers' organization
employment office,ɛmplˈɔɪmənt ˈɒfɪs,Arbeitsamt,neuter,,"adm., local",0,"job center, employment exchange, job centre"
labour office,lˈeɪbəɹ ˈɒfɪs,Arbeitsamt,neuter,,"adm., Br.",0,"job center, employment exchange, job centre"
labor office,lˈeɪbəɹ ˈɒfɪs,Arbeitsamt,neuter,,"adm., Am.",0,"job center, employment exchange, job centre"
employment exchange,ɛmplˈɔɪmənt ɛkstʃˈeɪndʒ,Arbeitsamt,neuter,,"adm., Br.",0,"job center, job centre, labor office"
job centre,dʒˈɒb sˈɛntə,Arbeitsamt,neuter,,"adm., Br.",0,"job center, employment exchange, labor office"
job center,dʒˈɒb sˈɛntə,Arbeitsamt,neuter,,"adm., Am.",0,"employment exchange, job centre, labor office"
labour supply,lˈeɪbə səplˈaɪ,Arbeitsangebot,neuter,,"Br., econ.",0,labor supply
labor supply,lˈeɪbə səplˈaɪ,Arbeitsangebot,neuter,,"econ., Am.",0,labour supply
boilersuit,bˈɔɪləsˌuːt,"Arbeitsanzug , Arbeitsoverall , Overall",masculine,,"Br., textil.",0,"coveralls, overalls"
overalls,ˌəʊvəɹˈɔːlz,"Arbeitsanzug , Arbeitsoverall , Overall",masculine,,"Br., textil., pair of",0,"coveralls, boilersuit"
coveralls,kˈʌvəɹˌɔːlz,"Arbeitsanzug , Arbeitsoverall , Overall",masculine,,"pair of, textil., Am.",0,"boilersuit, overalls"
expenditure of human labor,ɛkspˈɛndɪtʃəɹ ɒv hjˈuːmən lˈeɪbə,Arbeitsaufwand,masculine,,Am.,0,expenditure of human labour
working papers,wˈɜːkɪŋ pˈeɪpəz,Arbeitsausweis,masculine,,Am.,0,"working paper, working card"
